,Borough,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
28385,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Schnitzel Queen,43.65426872218099,-79.37053759951581,German Restaurant
28386,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Topman,43.652281488745565,-79.38001554865625,Clothing Store
28387,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Seafront Fish Market,43.6484785341064,-79.37148942972523,Fish Market
28388,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Magic Tailor,43.65374158228865,-79.37974523881418,Clothing Store
28389,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Oakley,43.65260499198973,-79.38021406157802,Accessories Store
28390,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Roots,43.65361341708363,-79.38024401664734,Clothing Store
28391,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Winners,43.64783261972919,-79.37469972141052,Clothing Store
28392,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Crepe It Up!,43.64873614340388,-79.37162306748482,Creperie
28393,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Scheffler's Deli,43.648643353516086,-79.37153681663685,Cheese Shop
28394,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Starbucks,43.653707965659,-79.37978782931185,Coffee Shop
28395,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Jack Astor's Bar & Grill,43.64875703260639,-79.37311132714663,Restaurant
28396,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Loaded Pierogi,43.647965,-79.373427,Comfort Food Restaurant
28397,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
28398,Downtown Toronto,St. James Town,43.6514939,-79.3754179,The Corner Place,43.64957380922698,-79.37139313793533,Lounge
28399,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Pet Cuisine,43.64997022077983,-79.36992359146845,Pet Store
38300,York,Humewood-Cedarvale,43.6937813,-79.42819140000002,Cedarvale Park,43.692534923091934,-79.42870527613704,Field
38301,York,Humewood-Cedarvale,43.6937813,-79.42819140000002,Glen Cedar Park,43.69539929852649,-79.42925308973972,Playground
38302,York,Humewood-Cedarvale,43.6937813,-79.42819140000002,Phil White Arena,43.69130271699826,-79.43176051142332,Hockey Arena
38303,York,Humewood-Cedarvale,43.6937813,-79.42819140000002,Cedarvale Ravine,43.690188230007266,-79.42610580222994,Trail
38316,Etobicoke,Bloordale Gardens,43.6435152,-79.57720079999999,LCBO,43.642098691959625,-79.5765915607928,Liquor Store
38317,Etobicoke,Bloordale Gardens,43.6435152,-79.57720079999999,The Beer Store,43.6413126,-79.5769248,Beer Store
38318,Etobicoke,Bloordale Gardens,43.6435152,-79.57720079999999,Shoppers Drug Mart,43.641646,-79.577362,Pharmacy
38319,Etobicoke,Bloordale Gardens,43.6435152,-79.57720079999999,Pizza Hut,43.64184465713319,-79.5765560607079,Pizza Place
38320,Etobicoke,Bloordale Gardens,43.6435152,-79.57720079999999,Cafe Sympatico,43.641820470953256,-79.57672066335874,Café
38321,Etobicoke,Bloordale Gardens,43.6435152,-79.57720079999999,Hasty Market,43.641870640831144,-79.5763695106309,Convenience Store
38322,Etobicoke,Bloordale Gardens,43.6435152,-79.57720079999999,Burnhamthrope Mall,43.64174083240465,-79.57689075245096,Shopping Plaza
38365,Etobicoke,Eringate,43.6435152,-79.57720079999999,LCBO,43.642098691959625,-79.5765915607928,Liquor Store
38366,Etobicoke,Eringate,43.6435152,-79.57720079999999,The Beer Store,43.6413126,-79.5769248,Beer Store
38367,Etobicoke,Eringate,43.6435152,-79.57720079999999,Shoppers Drug Mart,43.641646,-79.577362,Pharmacy
38368,Etobicoke,Eringate,43.6435152,-79.57720079999999,Pizza Hut,43.64184465713319,-79.5765560607079,Pizza Place
38369,Etobicoke,Eringate,43.6435152,-79.57720079999999,Cafe Sympatico,43.641820470953256,-79.57672066335874,Café
38370,Etobicoke,Eringate,43.6435152,-79.57720079999999,Hasty Market,43.641870640831144,-79.5763695106309,Convenience Store
38371,Etobicoke,Eringate,43.6435152,-79.57720079999999,Burnhamthrope Mall,43.64174083240465,-79.57689075245096,Shopping Plaza
38414,Etobicoke,Markland Wood,43.6435152,-79.57720079999999,LCBO,43.642098691959625,-79.5765915607928,Liquor Store
38415,Etobicoke,Markland Wood,43.6435152,-79.57720079999999,The Beer Store,43.6413126,-79.5769248,Beer Store
38416,Etobicoke,Markland Wood,43.6435152,-79.57720079999999,Shoppers Drug Mart,43.641646,-79.577362,Pharmacy
38417,Etobicoke,Markland Wood,43.6435152,-79.57720079999999,Pizza Hut,43.64184465713319,-79.5765560607079,Pizza Place
38418,Etobicoke,Markland Wood,43.6435152,-79.57720079999999,Cafe Sympatico,43.641820470953256,-79.57672066335874,Café
38419,Etobicoke,Markland Wood,43.6435152,-79.57720079999999,Hasty Market,43.641870640831144,-79.5763695106309,Convenience Store
38420,Etobicoke,Markland Wood,43.6435152,-79.57720079999999,Burnhamthrope Mall,43.64174083240465,-79.57689075245096,Shopping Plaza
38463,Etobicoke,Old Burnhamthorpe,43.6435152,-79.57720079999999,LCBO,43.642098691959625,-79.5765915607928,Liquor Store
38464,Etobicoke,Old Burnhamthorpe,43.6435152,-79.57720079999999,The Beer Store,43.6413126,-79.5769248,Beer Store
38465,Etobicoke,Old Burnhamthorpe,43.6435152,-79.57720079999999,Shoppers Drug Mart,43.641646,-79.577362,Pharmacy
38466,Etobicoke,Old Burnhamthorpe,43.6435152,-79.57720079999999,Pizza Hut,43.64184465713319,-79.5765560607079,Pizza Place
38467,Etobicoke,Old Burnhamthorpe,43.6435152,-79.57720079999999,Cafe Sympatico,43.641820470953256,-79.57672066335874,Café
38468,Etobicoke,Old Burnhamthorpe,43.6435152,-79.57720079999999,Hasty Market,43.641870640831144,-79.5763695106309,Convenience Store
38469,Etobicoke,Old Burnhamthorpe,43.6435152,-79.57720079999999,Burnhamthrope Mall,43.64174083240465,-79.57689075245096,Shopping Plaza
38512,Scarborough,Guildwood,43.7635726,-79.1887115,Swiss Chalet Rotisserie & Grill,43.76769708292701,-79.1899135003439,Pizza Place
38513,Scarborough,Guildwood,43.7635726,-79.1887115,G & G Electronics,43.765309,-79.191537,Electronics Store
38514,Scarborough,Guildwood,43.7635726,-79.1887115,Big Bite Burrito,43.766299084470795,-79.19071980583941,Mexican Restaurant
38515,Scarborough,Guildwood,43.7635726,-79.1887115,Enterprise Rent-A-Car,43.76404170000001,-79.1933707,Rental Car Location
38516,Scarborough,Guildwood,43.7635726,-79.1887115,Woburn Medical Centre,43.766631153138455,-79.19228553771973,Medical Center
38517,Scarborough,Guildwood,43.7635726,-79.1887115,Eggsmart,43.7678,-79.190466,Breakfast Spot
38548,Scarborough,Morningside,43.7635726,-79.1887115,Swiss Chalet Rotisserie & Grill,43.76769708292701,-79.1899135003439,Pizza Place
38549,Scarborough,Morningside,43.7635726,-79.1887115,G & G Electronics,43.765309,-79.191537,Electronics Store
38550,Scarborough,Morningside,43.7635726,-79.1887115,Big Bite Burrito,43.766299084470795,-79.19071980583941,Mexican Restaurant
38551,Scarborough,Morningside,43.7635726,-79.1887115,Enterprise Rent-A-Car,43.76404170000001,-79.1933707,Rental Car Location
38552,Scarborough,Morningside,43.7635726,-79.1887115,Woburn Medical Centre,43.766631153138455,-79.19228553771973,Medical Center
38553,Scarborough,Morningside,43.7635726,-79.1887115,Eggsmart,43.7678,-79.190466,Breakfast Spot
38584,Scarborough,West Hill,43.7635726,-79.1887115,Swiss Chalet Rotisserie & Grill,43.76769708292701,-79.1899135003439,Pizza Place
38585,Scarborough,West Hill,43.7635726,-79.1887115,G & G Electronics,43.765309,-79.191537,Electronics Store
38586,Scarborough,West Hill,43.7635726,-79.1887115,Big Bite Burrito,43.766299084470795,-79.19071980583941,Mexican Restaurant
38587,Scarborough,West Hill,43.7635726,-79.1887115,Enterprise Rent-A-Car,43.76404170000001,-79.1933707,Rental Car Location
38588,Scarborough,West Hill,43.7635726,-79.1887115,Woburn Medical Centre,43.766631153138455,-79.19228553771973,Medical Center
38589,Scarborough,West Hill,43.7635726,-79.1887115,Eggsmart,43.7678,-79.190466,Breakfast Spot
38620,East Toronto,The Beaches,43.67635739999999,-79.2930312,Starbucks,43.67879837444001,-79.2980449760153,Coffee Shop
38621,East Toronto,The Beaches,43.67635739999999,-79.2930312,Grover Pub and Grub,43.679181434941015,-79.29721535878515,Pub
38622,East Toronto,The Beaches,43.67635739999999,-79.2930312,Glen Stewart Ravine,43.67629984029563,-79.2947841389563,Other Great Outdoors
38623,East Toronto,The Beaches,43.67635739999999,-79.2930312,Upper Beaches,43.68056321147582,-79.2928688743688,Neighborhood
38636,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,LCBO,43.64294379917171,-79.37243989044406,Liquor Store
38637,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,The Keg Steakhouse + Bar,43.64667637593993,-79.37482154865866,Steakhouse
38638,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Sony Centre for the Performing Arts,43.646292124205594,-79.37602179505662,Concert Hall
38639,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
38640,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
38641,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
38642,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,St. Lawrence Market (South Building),43.64877797631841,-79.37163741282026,Farmers Market
38643,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,C'est What,43.64846662325689,-79.37337717995771,Beer Bar
38644,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
38645,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Bier Markt Esplanade,43.64723602476138,-79.37389161769812,Belgian Restaurant
38646,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Berczy Park,43.64804835388851,-79.3751722909452,Park
38647,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
38648,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
38649,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,DAVIDsTEA,43.646657736285796,-79.37764102856944,Tea Room
38650,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
38651,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
38652,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Market Street Catch,43.64850142396483,-79.3718080237409,Seafood Restaurant
38653,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Goose Island Brewhouse,43.64724561043755,-79.37351006717824,Beer Bar
38654,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Balzac's Coffee,43.64845650131932,-79.37178993724407,Café
38655,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
38656,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Loaded Pierogi,43.647965,-79.373427,Comfort Food Restaurant
38657,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Stonemill Bread,43.648668221542096,-79.37160962302049,Bakery
38658,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Alexandro's World Famous Gyros,43.6416627086796,-79.3752137736969,Greek Restaurant
38659,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Winners,43.64783261972919,-79.37469972141052,Clothing Store
38660,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,The Old Spaghetti Factory,43.64696445846655,-79.37440258334287,Italian Restaurant
38661,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Seafront Fish Market,43.6484785341064,-79.37148942972523,Fish Market
38662,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Carousel Bakery,43.6487072781773,-79.37158005127563,Bakery
38663,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
38664,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Marché Restaurant,43.64723237089591,-79.37759119081164,Restaurant
38665,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,St. Urbain Bagel,43.64861083503254,-79.37149723554923,Bagel Shop
38666,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,FARMR Eatery & Catering,43.648399444195235,-79.37025707961766,Bistro
38667,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,The Works,43.648645933753464,-79.37391037245796,Burger Joint
38668,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Harbour Sixty Steakhouse,43.64222021431867,-79.37794459004243,Steakhouse
38669,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Beauty Boutique by Shoppers Drug Mart,43.64765318245337,-79.3708236331755,Cosmetics Shop
38670,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
38671,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
38672,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Scheffler's Deli,43.648643353516086,-79.37153681663685,Cheese Shop
38673,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Sugar Beach,43.643379816203485,-79.36744155499679,Beach
38674,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
38675,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Crepe It Up!,43.64873614340388,-79.37162306748482,Creperie
38676,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,CC Lounge,43.64791735425827,-79.37451991085871,Cocktail Bar
38677,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Flatiron & Firkin,43.64847973229253,-79.37410856644016,Pub
38678,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Starbucks,43.646957445443654,-79.37826461143065,Coffee Shop
38679,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Everyday Gourmet (Teas & Coffees),43.64875714757637,-79.37164539765817,Coffee Shop
38680,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Starbucks,43.644116,-79.369304,Coffee Shop
38681,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Paddington's Pump,43.64904851225212,-79.37202375363597,Diner
38682,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,El Locale Loco,43.647841628260856,-79.3734589646591,Mexican Restaurant
38683,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Olympic Cheese,43.64870154739154,-79.37154069441475,Cheese Shop
38684,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
38685,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Starbucks,43.648958313707716,-79.37262149022399,Coffee Shop
38686,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
38687,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Jack Astor's Bar & Grill,43.64875703260639,-79.37311132714663,Restaurant
38688,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
38689,Downtown Toronto,Berczy Park,43.644770799999996,-79.3733064,Chroma,43.64458944049826,-79.36887764222928,Nightclub
41552,York,Caledonia-Fairbanks,43.6890256,-79.453512,Shoppers Drug Mart,43.690650720838846,-79.45631000555339,Pharmacy
41553,York,Caledonia-Fairbanks,43.6890256,-79.453512,KFC,43.69064732256945,-79.456325832418,Fast Food Restaurant
41554,York,Caledonia-Fairbanks,43.6890256,-79.453512,Nairn Park,43.69065390931841,-79.4562995791835,Park
41555,York,Caledonia-Fairbanks,43.6890256,-79.453512,Maximum Woman,43.69065130310669,-79.45633320240984,Women's Store
41556,York,Caledonia-Fairbanks,43.6890256,-79.453512,Walmart,43.690659578356374,-79.45631672044142,Market
41557,York,Caledonia-Fairbanks,43.6890256,-79.453512,Fairbank Memorial Park,43.69202800194052,-79.44892353333186,Park
41588,Scarborough,Woburn,43.7709921,-79.21691740000001,Starbucks,43.770037201625215,-79.22115586641958,Coffee Shop
41589,Scarborough,Woburn,43.7709921,-79.21691740000001,Tim Hortons,43.7708270725628,-79.22307810384153,Coffee Shop
41590,Scarborough,Woburn,43.7709921,-79.21691740000001,Korean Grill House,43.7708117291354,-79.21450208834013,Korean Restaurant
41591,Scarborough,Woburn,43.7709921,-79.21691740000001,Jessies Variety Store,43.77277773148927,-79.22249978438997,Convenience Store
41604,East York,Leaside,43.7090604,-79.3634517,Local Leaside,43.71001166793114,-79.36351433524794,Gastropub
41605,East York,Leaside,43.7090604,-79.3634517,LCBO,43.710571304463954,-79.36028703241085,Liquor Store
41606,East York,Leaside,43.7090604,-79.3634517,Olde Yorke Fish & Chips,43.706141306111306,-79.3618288170822,Fish & Chips Shop
41607,East York,Leaside,43.7090604,-79.3634517,Rack Attack,43.70693351467496,-79.36226108591485,Sporting Goods Shop
41608,East York,Leaside,43.7090604,-79.3634517,CrossFit Toronto,43.7080995557005,-79.35905992984772,Gym
41609,East York,Leaside,43.7090604,-79.3634517,The Leaside Pub,43.710428911854564,-79.36354706165021,Restaurant
41610,East York,Leaside,43.7090604,-79.3634517,Aroma Espresso Bar,43.70561065613986,-79.36077468518098,Coffee Shop
41611,East York,Leaside,43.7090604,-79.3634517,Enduro Sport,43.70605947915959,-79.36183454315712,Bike Shop
41612,East York,Leaside,43.7090604,-79.3634517,Kintako Japanese Restaurant,43.71159659251094,-79.36396207124376,Sushi Restaurant
41613,East York,Leaside,43.7090604,-79.3634517,PetSmart,43.7126819,-79.3626365,Pet Store
41614,East York,Leaside,43.7090604,-79.3634517,Longo's,43.70643262604979,-79.35975310254634,Supermarket
41615,East York,Leaside,43.7090604,-79.3634517,Bulk Barn,43.70611573147322,-79.36054145695127,Grocery Store
41616,East York,Leaside,43.7090604,-79.3634517,Golf Town,43.70940869587626,-79.3623167837894,Sporting Goods Shop
41617,East York,Leaside,43.7090604,-79.3634517,Winners,43.70967124397996,-79.36113576728336,Clothing Store
41618,East York,Leaside,43.7090604,-79.3634517,Leaside Village,43.70568229146645,-79.36077693042236,Shopping Mall
41619,East York,Leaside,43.7090604,-79.3634517,South St. Burger,43.71051026319384,-79.36158441272885,Burger Joint
41620,East York,Leaside,43.7090604,-79.3634517,Booster Juice,43.70617277,-79.36065194,Smoothie Shop
41621,East York,Leaside,43.7090604,-79.3634517,Tim Hortons,43.70562930215073,-79.36102831503376,Coffee Shop
41622,East York,Leaside,43.7090604,-79.3634517,Subway,43.710410108561625,-79.36185814836224,Sandwich Place
41623,East York,Leaside,43.7090604,-79.3634517,Five Guys,43.70563811973093,-79.36121130859895,Burger Joint
41624,East York,Leaside,43.7090604,-79.3634517,TD Canada Trust,43.711620471105384,-79.36354860663414,Bank
41625,East York,Leaside,43.7090604,-79.3634517,Cupcakes,43.70602656677556,-79.36086417950665,Dessert Shop
41626,East York,Leaside,43.7090604,-79.3634517,Sunset Grill,43.71008051140994,-79.36252937590784,Breakfast Spot
41627,East York,Leaside,43.7090604,-79.3634517,Sport Chek,43.70985360457569,-79.36045518457757,Sporting Goods Shop
41628,East York,Leaside,43.7090604,-79.3634517,Amsterdam Barrel House,43.70602053200777,-79.36132913641597,Brewery
41629,East York,Leaside,43.7090604,-79.3634517,Pier 1 Imports,43.7134859120387,-79.36407959911203,Furniture / Home Store
41630,East York,Leaside,43.7090604,-79.3634517,HMV,43.71038328163296,-79.36134359798871,Record Shop
41631,East York,Leaside,43.7090604,-79.3634517,The Beer Store,43.7057389,-79.3604382,Beer Store
41632,East York,Leaside,43.7090604,-79.3634517,Best Buy,43.709255121223215,-79.36168044805527,Electronics Store
41633,East York,Leaside,43.7090604,-79.3634517,Mucho Burrito Fresh Mexican Grill,43.706746,-79.361707,Mexican Restaurant
41634,East York,Leaside,43.7090604,-79.3634517,Starbucks,43.71034154336832,-79.36094765905699,Coffee Shop
41635,East York,Leaside,43.7090604,-79.3634517,The Great Canadian Bagel,43.71327461980094,-79.36502672732136,Bagel Shop
42628,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Jimmy's Coffee,43.65842123574496,-79.38561319551111,Coffee Shop
42629,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop
42630,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
42631,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
42632,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Mercatto,43.660390911898546,-79.38766421192705,Italian Restaurant
42633,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Starbucks,43.6595874273128,-79.3852515870617,Coffee Shop
42634,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Bubble Bath & Spa,43.65904951746615,-79.38534357912432,Spa
42635,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Sansotei Ramen 三草亭,43.655157467561246,-79.38650067479335,Ramen Restaurant
42636,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Japango,43.65526771691681,-79.38516506734886,Sushi Restaurant
42637,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Panago,43.65825817735338,-79.38431282558368,Pizza Place
42638,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Chatime 日出茶太,43.65554164147378,-79.38468427043244,Bubble Tea Shop
42639,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Tsujiri,43.65537430780922,-79.38535434742991,Tea Room
42640,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Red Lobster,43.656328,-79.383621,Seafood Restaurant
42641,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Textile Museum of Canada,43.65439630500274,-79.38650010906946,Art Museum
42642,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Banh Mi Boys,43.65918751861582,-79.3821314997463,Sandwich Place
42643,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Duke's Refresher + Bar,43.65897985683036,-79.38294890507811,Bar
42644,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Uncle Tetsu's Japanese Angel Cafe,43.655001311444025,-79.38689900686445,Café
42645,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Italian Restaurant
42646,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse
42647,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,GB Hand-Pulled Noodles,43.65643422548463,-79.3837827356398,Chinese Restaurant
42648,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Kekou Gelato House,43.65609938127313,-79.39271479734887,Ice Cream Shop
42649,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Cafe Plenty,43.65457125894357,-79.38944976536852,Café
42650,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Nando's Flame-Grilled Chicken,43.661617063338966,-79.38609536960354,Portuguese Restaurant
42651,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Rolltation,43.65491791857301,-79.3874242454196,Japanese Restaurant
42652,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Elmwood Spa,43.6577592341367,-79.38258620521141,Spa
42653,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Coffee Public,43.66076299149323,-79.38618409033066,Coffee Shop
42654,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
42655,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Salad King,43.65753339935103,-79.38158512115479,Thai Restaurant
42656,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Vegetarian Haven,43.656016028357094,-79.3927577742003,Vegetarian / Vegan Restaurant
42657,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Doner Kebab House,43.658871627084466,-79.382107526143,Falafel Restaurant
42658,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,College Park Area,43.65975136823981,-79.38491112965691,Park
42659,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Yueh Tung Chinese Restaurant,43.655281263429195,-79.3853365267765,Chinese Restaurant
42660,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Infuse Cafe,43.658068043552504,-79.38172645275614,Coffee Shop
42661,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Bubble Republic Tea House 奶茶黨部,43.656707495984975,-79.38416470657434,Bubble Tea Shop
42662,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,MUJI,43.656024,-79.383284,Miscellaneous Shop
42663,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Poke Guys,43.65489527525682,-79.38505238381624,Hawaiian Restaurant
42664,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
42665,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),43.65606287245643,-79.38369472446465,Dessert Shop
42666,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Jimmy's Coffee,43.65582710322224,-79.39204216888555,Café
42667,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,JOEY,43.6560936540828,-79.38187792357716,American Restaurant
42668,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Starbucks (MaRS),43.65924242382561,-79.39075008253937,Coffee Shop
42669,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,The Library Specialty Coffee,43.654497,-79.389723,Coffee Shop
42670,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Chatime 日出茶太,43.66110718944032,-79.38298852788093,Bubble Tea Shop
42671,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Marshalls,43.65961244544049,-79.382501033805,Department Store
42672,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
42673,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Dollarama,43.660298617008216,-79.38479755075703,Discount Store
42674,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Five Guys,43.65710635305761,-79.38130606340378,Burger Joint
42675,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Fran's,43.661255320138636,-79.38389304122866,Diner
42676,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,VIP Lounge & Billiards Club,43.65890706254418,-79.38204156762882,Bar
42677,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Hangry Burger,43.66070999694819,-79.38283826775837,Burger Joint
42678,Downtown Toronto,Central Bay Street,43.6579524,-79.3873826,Kaiju,43.65931373162029,-79.38254704301767,Japanese Restaurant
